Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-A3galt2,NC_000070.7,+,4,1.96781561935009,0.130470455318265,0.329308040326137
gene-Tsen2,NC_000072.7,+,13,1.51391947147571,0.130536117525473,0.329409484479404
gene-Ptpn12,NC_000071.7,-,26,1.35568640566509,0.131102626860788,0.330736178929445
gene-Itgb5,NC_000082.7,+,15,1.47499027045665,0.131112996935844,0.330736178929445
gene-Gm3510,NC_000071.7,-,2,2.37692856191089,0.131323037439689,0.331201412481962
gene-Trafd1,NC_000071.7,-,17,1.4437959743146,0.131475211137291,0.331520550914131
gene-Foxo1,NC_000069.7,+,3,2.12910718052475,0.131549696690879,0.331643709025952
gene-Eef1akmt2,NC_000073.7,-,6,1.77157517179579,0.131589525182347,0.331664911907406
gene-Gm6297,NC_000070.7,-,3,2.12181248041038,0.131609396729978,0.331664911907406
gene-L3mbtl3,NC_000076.7,-,23,1.37809886992708,0.13172886763203,0.331901314062934
gene-0610010K14Rik,NC_000077.7,-,9,1.62023404317255,0.131837035007769,0.332062991749287
gene-Pald1,NC_000076.7,-,22,1.3867927985885,0.131844387430031,0.332062991749287
gene-Ap4e1,NC_000068.8,+,29,1.33426747618029,0.132095200197575,0.332629911245179
gene-Spata13,NC_000080.7,+,14,1.48996272015916,0.132124722068329,0.33263948423393
gene-Dynll2,NC_000077.7,-,5,1.84812338329157,0.132168375861561,0.332672547269696
gene-Cep68,NC_000077.7,-,7,1.70779280166004,0.132189300272092,0.332672547269696
gene-Ptbp3,NC_000070.7,-,16,1.4564082380577,0.132221325051117,0.332688404063442
gene-Nelfcd,NC_000068.8,+,15,1.47189625600081,0.132343636181329,0.332931384309109
gene-Park7,NC_000070.7,-,8,1.65796005303624,0.132480346112301,0.33321048546682
gene-Mosmo,NC_000073.7,+,6,1.76549189093466,0.132885685149206,0.33416499436801
gene-Pdzd11,NC_000086.8,-,10,1.58275934396383,0.132963081530071,0.334274967912322
gene-Kcnc4,NC_000069.7,-,6,1.76504623964695,0.132981111104067,0.334274967912322
gene-Gstz1,NC_000078.7,+,13,1.50696992471962,0.133056194528375,0.334398710422751
gene-Fbxl3,NC_000080.7,-,8,1.65564938195207,0.133088062334226,0.334401500147544
gene-Dnttip2,NC_000069.7,+,7,1.70386534390668,0.13312825979298,0.334401500147544
gene-Mblac2,NC_000079.7,+,2,2.35234666317926,0.133139040898335,0.334401500147544
gene-Bmpr1a,NC_000080.7,-,13,1.5066841270994,0.13316073036108,0.334401500147544
gene-Atf6b,NC_000083.7,+,18,1.42677645198323,0.133206296473984,0.334450986662404
gene-AI593442,NC_000075.7,-,2,2.3502462053533,0.133307424384442,0.334621844906349
gene-Pxn,NC_000071.7,+,20,1.40359940257752,0.133333257051051,0.334621844906349
gene-9130401M01Rik,NC_000081.7,-,6,1.76331715116321,0.133351966956416,0.334621844906349
gene-Stx6,NC_000067.7,+,11,1.55261776144765,0.13343628504243,0.33476847225097
gene-Wls,NC_000069.7,+,13,1.50684273107029,0.133491361440366,0.334841694629218
gene-Gm57767,NC_000077.7,+,3,2.10596237538201,0.133599135836304,0.335047047463819
gene-Cetn3,NC_000079.7,+,6,1.76170874154026,0.133697813779887,0.33515711109727
gene-Nars1,NC_000084.7,-,18,1.42563347338954,0.133722660023508,0.33515711109727
gene-A930024E05Rik,NC_000071.7,+,3,2.1043306225646,0.133730112653602,0.33515711109727
gene-Trpc1,NC_000075.7,-,15,1.46839874027703,0.133746682933041,0.33515711109727
gene-Cspg5,NC_000075.7,+,6,1.76130603151384,0.133784538253403,0.335187026972347
gene-Med22,NC_000068.8,-,6,1.76074045252769,0.133906426343611,0.3354274282204
gene-Armc10,NC_000071.7,+,7,1.70028407249299,0.133989828390191,0.335539741675297
gene-Pcdhgc5,NC_000084.7,+,4,1.94507584905661,0.134003152072443,0.335539741675297
gene-Adora2a,NC_000076.7,+,6,1.76014652161053,0.134034537108238,0.335553362063655
gene-Ctnnal1,NC_000070.7,-,21,1.39181374471103,0.134096835572108,0.335644353484436
gene-Mmgt2,NC_000077.7,+,4,1.94379946945653,0.134204238247569,0.335848183679529
gene-Prkca,NC_000077.7,-,18,1.42446101660436,0.134254093513582,0.335899607259829
gene-Tex9,NC_000075.7,-,18,1.4244111590758,0.13427673158071,0.335899607259829
gene-Tefm,NC_000077.7,-,4,1.94298034990701,0.134333443809586,0.335976489806492
gene-Poc1a,NC_000075.7,+,13,1.50339147959931,0.134370228486445,0.336003512183913
gene-Zdhhc16,NC_000085.7,+,15,1.46669104672976,0.134436349996554,0.33610386903256
gene-Sufu,NC_000085.7,+,13,1.50279217034032,0.134591396586609,0.336426465414497
gene-Gm51806,NC_000076.7,+,2,2.33565444807879,0.13465686955936,0.336473185521934
gene-Slc25a17,NC_000081.7,-,9,1.61036508915067,0.134662120796531,0.336473185521934
gene-Lyar,NC_000071.7,+,14,1.48311580684709,0.134758437438996,0.336648806528596
gene-Zfp282,NC_000072.7,+,12,1.52318899453377,0.135038667699349,0.337283717527169
gene-Pde4b,NC_000070.7,+,16,1.44958694743153,0.135084318875588,0.337332592395826
gene-Gm53868,NC_000081.7,+,2,2.32573045407377,0.135291077734453,0.337783688868665
gene-Tmem169,NC_000067.7,+,5,1.83133428470189,0.135319289520761,0.337788915532137
gene-Mastl,NC_000068.8,-,7,1.69386381643305,0.13554730361592,0.338292797696776
gene-Tmsb4x,NC_000086.8,-,4,1.93479894089971,0.135630762017312,0.338435779504128
gene-Smad7,NC_000084.7,+,6,1.75155347298157,0.13590101157371,0.339044711165661
gene-Gins4,NC_000074.7,-,8,1.64487431789235,0.135955620805937,0.339100489738214
gene-Pkn1,NC_000074.7,-,25,1.35428173312762,0.135975809153513,0.339100489738214
gene-Ppp1r9b,NC_000077.7,+,10,1.5744531496262,0.136080695245855,0.339296632275813
gene-Dcun1d5,NC_000075.7,+,12,1.52295714525855,0.136143410937659,0.339383293280009
gene-Lmo4,NC_000069.7,-,7,1.6913244073524,0.136167935423333,0.339383293280009
gene-Mrgbp,NC_000068.8,+,7,1.69120942505099,0.136196099102764,0.339388082793072
gene-Snx13,NC_000078.7,+,28,1.33345347153919,0.136271711596032,0.33945123800883
gene-B4gat1,NC_000085.7,+,2,2.31373721008786,0.136273937040273,0.33945123800883
gene-Arl5a,NC_000068.8,-,6,1.74909761556675,0.136438917884764,0.339796750433978
gene-Ogg1,NC_000072.7,+,10,1.57117979944106,0.136560228848954,0.340033392318737
gene-Mycn,NC_000078.7,-,3,2.17457257397171,0.136775421530892,0.340503662494519
gene-Supt20,NC_000069.7,+,39,1.27971401054677,0.136966788007643,0.340877697044463
gene-Gm46914,NC_000071.7,-,2,2.30520284809236,0.13697838023197,0.340877697044463
gene-Msto1,NC_000069.7,-,14,1.47736203670355,0.137006501509503,0.340882086191306
gene-Ripply2,NC_000075.7,+,3,2.07766774500035,0.137033554406088,0.340883815951902
gene-Tigd3,NC_000085.7,-,3,2.0746395964203,0.137414084207377,0.341764682895001
gene-Ttl,NC_000068.8,+,7,1.68566932370298,0.137559475021053,0.342057025794743
gene-Mdga1,NC_000083.7,-,20,1.39484233914752,0.137584523945276,0.342057025794743
gene-Serp1,NC_000069.7,-,3,2.07167433801783,0.137787780451512,0.342496514430022
gene-Ctnnbl1,NC_000068.8,+,16,1.44312753670993,0.137843865507957,0.342570083131132
gene-Nt5c2,NC_000085.7,-,27,1.33624669612603,0.138405325534442,0.343855131715696
gene-Dpy19l3,NC_000073.7,-,19,1.40384463968244,0.138414120135461,0.343855131715696
gene-Eef1d,NC_000081.7,-,14,1.47367090433575,0.138465575643229,0.343916898366406
gene-Rps6ka3,NC_000086.8,+,24,1.35734829288458,0.138500382178606,0.343937296988461
gene-Isl1,NC_000079.7,-,6,1.73786003075878,0.138925913241757,0.344927785746909
gene-Il1rap,NC_000082.7,+,15,1.45560947498037,0.138986056388382,0.345010876635497
gene-Commd3,NC_000068.8,+,8,1.6334656281921,0.139052957978817,0.345110709180588
gene-Msi1,NC_000071.7,+,20,1.39163308264208,0.13918098855854,0.34536218822479
gene-Cdh5,NC_000074.7,+,12,1.51104717578447,0.139364990684174,0.345736739159482
gene-Mir7-1,NC_000079.7,-,4,1.91155173840813,0.139385398436367,0.345736739159482
gene-Phf6,NC_000086.8,+,11,1.53448312853701,0.139507884829697,0.345932198975823
gene-Man2b1,NC_000074.7,+,25,1.34805299101286,0.139517695032699,0.345932198975823
gene-Dnajc21,NC_000081.7,-,15,1.45417514502465,0.139584433327423,0.346031335292996
gene-Ddhd1,NC_000080.7,-,16,1.43895062665098,0.139653643106132,0.346136559273976
gene-Fbxl20,NC_000077.7,-,15,1.45362892053427,0.139812884716037,0.346464847294981
gene-Sall1,NC_000074.7,-,3,2.05547281536942,0.139848400598877,0.346486468380322
gene-Necap1,NC_000072.7,+,8,1.63038904664743,0.1398991151214,0.346545729910949
gene-Bsg,NC_000076.7,+,8,1.62996167949221,0.140017023380935,0.346771383260365
gene-Ccdc82,NC_000075.7,+,12,1.50913693309461,0.140056512712962,0.346802772145653
gene-Cebpg,NC_000073.7,-,2,2.26691836917211,0.140190925221284,0.347026669158687
gene-Cpne1,NC_000068.8,-,17,1.42406165110058,0.140200598960345,0.347026669158687
gene-Arap3,NC_000084.7,-,29,1.32053526745246,0.14056724786434,0.347867626603426
gene-Zfp652,NC_000077.7,+,5,1.80188692664584,0.141021311082892,0.348903844321948
gene-Rbm22,NC_000084.7,+,11,1.53001694764098,0.141039920986248,0.348903844321948
gene-Gorasp2,NC_000068.8,+,10,1.55675261126565,0.141162699820548,0.349140791122421
gene-Tcaim,NC_000075.7,+,10,1.55644212844308,0.141263240065038,0.34932265463884
gene-Ttc9c,NC_000085.7,-,7,1.67045541098053,0.141368490817152,0.349516094769303
gene-Hs6st1,NC_000067.7,+,2,2.25250359901434,0.141423132661756,0.349584360610567
gene-Zfp449,NC_000086.8,+,4,1.89797354045711,0.141625968454209,0.350018851522699
gene-Gm44502,NC_000081.7,-,26,1.33736271415327,0.141684935431907,0.350097682449532
gene-Zfp90,NC_000074.7,+,9,1.58643373487948,0.141739801008125,0.350166350800015
gene-Ppp1r3f,NC_000086.8,-,4,1.89649940834769,0.141871359398559,0.350412090068733
gene-Slc41a1,NC_000067.7,+,12,1.50410212129873,0.141893459807466,0.350412090068733
gene-Timm29,NC_000075.7,+,2,2.25317293830667,0.141981076735662,0.350561524517433
gene-Zfp46,NC_000070.7,+,7,1.66752879323328,0.142112255492243,0.350804902147279
gene-Brms1l,NC_000078.7,+,12,1.50344731272506,0.142133896795155,0.350804902147279
gene-Tgif2,NC_000068.8,+,7,1.6671626145479,0.142205568336924,0.350914828334561
gene-Pcsk6,NC_000073.7,+,15,1.44751696042585,0.142390909707918,0.351261151682912
gene-Ushbp1,NC_000074.7,-,11,1.52608686296451,0.142400233377678,0.351261151682912
gene-Gm26604,NC_000073.7,+,2,2.24074746270283,0.142437409500726,0.351285853751504
gene-Arf4,NC_000080.7,+,6,1.72071173017233,0.14280316395915,0.352120747280017
gene-Gm57798,NC_000075.7,+,2,2.35072917744415,0.142918535680261,0.352338052221276
gene-Ajm1,NC_000068.8,-,4,1.88967045332894,0.143013654761088,0.352419710631541
gene-Ehd1,NC_000085.7,+,5,1.79180895188887,0.143025264811218,0.352419710631541
gene-Gm57818,NC_000082.7,+,2,2.23388481800253,0.143033407647488,0.352419710631541
gene-Ndufc2,NC_000073.7,+,3,2.03021957358499,0.143124691819312,0.352577455104603
gene-Rora,NC_000075.7,+,2,2.23701328551439,0.143171564057184,0.352625754704163
gene-Dand5,NC_000074.7,-,2,2.25129871432824,0.143223956791205,0.352642717370323
gene-Mtm1,NC_000086.8,+,8,1.61828701771168,0.143273043102233,0.352642717370323
gene-Snrnp35,NC_000071.7,+,3,2.02908670733363,0.143273532403328,0.352642717370323
gene-Kazn,NC_000070.7,-,22,1.36499260311856,0.143287518733554,0.352642717370323
gene-Tmem9b,NC_000073.7,-,5,1.78990257835385,0.143407399627885,0.352813096379994
gene-Zfp418,NC_000073.7,+,2,2.22955069842923,0.143411308100953,0.352813096379994
gene-Patz1,NC_000077.7,+,6,1.71770205366219,0.143494032769856,0.352949472387323
gene-Pknox1,NC_000083.7,+,16,1.43007388582955,0.143566629849843,0.353003366107922
gene-Dscc1,NC_000081.7,-,7,1.66263742382647,0.143570533188562,0.353003366107922
gene-Noa1,NC_000071.7,-,7,1.66138015927067,0.143686592819138,0.353206484196908
gene-Cdk20,NC_000079.7,+,11,1.52234011762346,0.143707764621057,0.353206484196908
gene-D3Ertd751e,NC_000069.7,+,3,2.02536667806697,0.143763422922784,0.353276144529804
gene-Timmdc1,NC_000082.7,-,7,1.66084951420287,0.14382321138186,0.353355925684194
gene-Orc2,NC_000067.7,-,19,1.39245412960778,0.143994580976744,0.353676731622336
gene-Zfp213,NC_000083.7,-,6,1.71546973801476,0.144008479759006,0.353676731622336
gene-Kbtbd8,NC_000072.7,+,3,2.02278644192993,0.14410424133,0.353831355052082
gene-L3mbtl2,NC_000081.7,+,19,1.39213950529001,0.144151339015348,0.353831355052082
gene-Vcpkmt,NC_000078.7,-,11,1.52106962678225,0.144153515021218,0.353831355052082
gene-Rbl1,NC_000068.8,-,22,1.36308934669163,0.144324205589191,0.354183102634727
gene-Nemp2,NC_000067.7,+,10,1.54684584694802,0.144402077026342,0.35430697442263
gene-Nherf2,NC_000083.7,-,7,1.6574542282807,0.144700181509579,0.354967582706365
gene-Hspe1,NC_000067.7,+,4,1.87953303712153,0.144726209202093,0.354967582706365
gene-Vbp1,NC_000086.8,+,6,1.7119426941314,0.144824823517348,0.355142101355681
gene-Afap1l1,NC_000084.7,-,16,1.42700062668347,0.144942750654414,0.355363904116311
gene-Tysnd1,NC_000076.7,+,8,1.61161594643496,0.145164203747399,0.355839394819012
gene-Ube2h,NC_000072.7,-,7,1.6553185275473,0.145254325842228,0.355965527681965
gene-Itgav,NC_000068.8,+,28,1.31893579651127,0.145270707114004,0.355965527681965
gene-Cecr2,NC_000072.7,+,18,1.40057521634729,0.145473328170084,0.356394497674503
gene-Gpr22,NC_000078.7,-,3,2.01198925157176,0.145539600360194,0.356489327927725
gene-Sh3bp2,NC_000071.7,+,13,1.47368754780841,0.145717935036597,0.356858559709962
gene-Kctd20,NC_000083.7,+,10,1.54262142036174,0.145803246440449,0.356999883796729
gene-Mir6904,NC_000067.7,+,4,1.87250457682089,0.145925476753684,0.357231533381676
gene-Scg5,NC_000068.8,-,16,1.42469596260253,0.145981991688341,0.357302251798886
gene-Rnf115,NC_000069.7,+,10,1.54116649248337,0.146288588257082,0.357984921840839
gene-Slc9a1,NC_000070.7,+,13,1.47195659641779,0.146403898999444,0.358137401534934
gene-Gm40167,NC_000069.7,+,2,2.19566554656215,0.146406281753282,0.358137401534934
gene-Metap1d,NC_000068.8,+,23,1.351007575629,0.146474134721413,0.358235624877464
gene-Gm9567,NC_000073.7,-,2,2.19429474998886,0.146528968340515,0.358301975335202
gene-Maff,NC_000081.7,+,3,2.00540845095001,0.14659783367104,0.358402605457005
gene-Alad,NC_000070.7,-,13,1.47069293140672,0.146906428146227,0.359089176944841
gene-Metrnl,NC_000077.7,+,3,2.00018234125781,0.147126293143107,0.359558644977286
gene-Ccnt1,NC_000081.7,-,9,1.5681161291708,0.147380122749197,0.360110925281573
gene-Klf15,NC_000072.7,+,4,1.86361273237474,0.147456816810716,0.36017399198304
gene-Gla,NC_000086.8,-,8,1.60361662141416,0.147461632069141,0.36017399198304
gene-Timeless,NC_000076.7,+,31,1.29913127174651,0.147616664720513,0.360443677215833
gene-Pes1,NC_000077.7,+,15,1.43538517043797,0.147627786144921,0.360443677215833
gene-3830408C21Rik,NC_000079.7,+,4,1.862346700353,0.147676142091916,0.360493685480322
gene-Tacc1,NC_000074.7,-,14,1.45094897825386,0.147743687886774,0.360590510556644
gene-G3bp1,NC_000077.7,+,13,1.46824011938627,0.1478860740891,0.360869923810251
gene-Dlgap3,NC_000070.7,+,14,1.4504809149057,0.147940252212993,0.360934027894858
gene-D330023K18Rik,NC_000068.8,-,2,2.17795802555803,0.148000389233168,0.360945906800173
gene-Zfp786,NC_000072.7,-,6,1.69839482600044,0.148000938974818,0.360945906800173
gene-Lzic,NC_000070.7,+,15,1.43444025776471,0.148042425305421,0.360979013287145
gene-Cplane2,NC_000070.7,+,7,1.64446587052397,0.148100441933761,0.361000169705211
gene-Magi3,NC_000069.7,-,22,1.3562382777067,0.148106928048856,0.361000169705211
gene-Rars2,NC_000070.7,+,22,1.35611086328063,0.148178038354669,0.361049719761951
gene-Adamts15,NC_000075.7,-,2,2.18092855933748,0.148183090736599,0.361049719761951
gene-Dhrs7,NC_000078.7,-,6,1.69740308058446,0.148235979446421,0.36111055230374
gene-Mfap3l,NC_000074.7,+,2,2.17337911098692,0.148415896802639,0.361480752043037
gene-Zbtb4,NC_000077.7,+,5,1.76486830327276,0.148517293845045,0.361659604838631
gene-Fkbp1b,NC_000078.7,-,6,1.69804456174995,0.148748911037356,0.362063168416773
gene-P4htm,NC_000075.7,-,10,1.53381402417254,0.148763085961377,0.362063168416773
gene-Crocc,NC_000070.7,-,41,1.25755357586515,0.148767005100652,0.362063168416773
gene-Ociad1,NC_000071.7,+,13,1.4658658045319,0.148839693191523,0.362157354026363
gene-Il17rd,NC_000080.7,+,4,1.85553522162472,0.148861709889751,0.362157354026363
gene-Kcna1,NC_000072.7,-,2,2.18117374625558,0.148934425361512,0.362266113071362
gene-Scmh1,NC_000070.7,+,26,1.32520144698514,0.149083926030787,0.362499711071089
gene-Pabpc4,NC_000070.7,+,19,1.38237634649968,0.149086520002097,0.362499711071089
gene-Swsap1,NC_000075.7,+,2,2.16474616964638,0.14920299673437,0.362714728715341
gene-Kctd15,NC_000073.7,-,15,1.43155952718694,0.149312600109078,0.362850991403246
gene-Pak1ip1,NC_000079.7,+,10,1.53218833700749,0.149315160925391,0.362850991403246
gene-Ydjc,NC_000082.7,+,7,1.63950756997052,0.149417693033965,0.36303194138799
gene-Lrrtm3,NC_000076.7,-,3,1.982882204682,0.149483905814096,0.363114736018238
gene-Gm31606,NC_000080.7,-,2,2.32086053146589,0.149507923088001,0.363114736018238
gene-Pde12,NC_000080.7,-,3,1.98238915856385,0.149551672104006,0.363152792963033
gene-Trpv2,NC_000077.7,+,16,1.41665750510863,0.149655942041176,0.363337769554821
gene-Stx3,NC_000085.7,-,19,1.38287557212896,0.149727859078673,0.363444144419008
gene-Abcb7,NC_000086.8,-,16,1.41806195428472,0.149794785771801,0.363538368246708
gene-Pfkfb2,NC_000067.7,-,19,1.38128814051064,0.14994489530268,0.363798762722089
gene-Srebf1,NC_000077.7,-,21,1.36151259692445,0.149958339447263,0.363798762722089
gene-Vmn2r1,NC_000069.7,+,2,2.15585553072181,0.150018699606112,0.363876939610999
gene-Zfp958,NC_000074.7,+,5,1.75707713263635,0.150142869209428,0.364039275314243
gene-Tec,NC_000071.7,-,2,2.15428622937929,0.150163221839195,0.364039275314243
gene-Gm41461,NC_000082.7,-,2,2.15421189665723,0.150170071429791,0.364039275314243
gene-Zdhhc22,NC_000078.7,-,3,1.97818862625358,0.150306243348083,0.36425605165953
gene-Chsy1,NC_000073.7,+,3,1.97684552702407,0.150315823684134,0.36425605165953
gene-Zbtb39,NC_000076.7,+,2,2.15123209184643,0.150444955020097,0.3645006750234
gene-Eif2b4,NC_000071.7,-,15,1.42872485562919,0.150571429554959,0.364738771012228
gene-Slc19a1,NC_000076.7,+,10,1.52839396082882,0.150610721673142,0.364765629849952
gene-Chp1,NC_000068.8,+,7,1.63466634796231,0.150714181142552,0.364911829070662
gene-Emx2os,NC_000085.7,-,4,1.84492359419917,0.150727518046507,0.364911829070662
gene-Tmem200a,NC_000076.7,-,6,1.68685923352924,0.150756481047517,0.364913638290762
gene-Psen1,NC_000078.7,+,12,1.48023861999245,0.150886819140435,0.365156533763316
gene-Gm53373,NC_000073.7,-,3,1.97253154448631,0.150913297221443,0.365156533763316
gene-Rft1,NC_000080.7,+,15,1.42760254901374,0.1510722926675,0.365472869635013
gene-Cog1,NC_000077.7,+,17,1.40027805618041,0.151358869484011,0.366095991762494
gene-Klf13,NC_000073.7,-,2,2.14098770885872,0.151394491676853,0.366095991762494
gene-Lrrtm1,NC_000072.7,+,6,1.68401812840487,0.151442453656967,0.366095991762494
gene-Nop16,NC_000079.7,-,6,1.68399349238033,0.151448414628731,0.366095991762494
gene-Mllt11,NC_000069.7,-,3,1.968517895154,0.151471402762012,0.366095991762494
gene-Stxbp5l,NC_000082.7,-,17,1.39995863256866,0.151513630395559,0.366129630400928
gene-Gmip,NC_000074.7,+,26,1.32125803327317,0.15154888915299,0.366146419468638
gene-Tmcc2,NC_000067.7,-,7,1.63094713746139,0.151717173263147,0.366484535265647
gene-Siah1b,NC_000086.8,-,4,1.83900932990499,0.151777432107883,0.366561630149627
gene-Cnnm1,NC_000085.7,+,12,1.47761531967779,0.151904821121507,0.366800793794706
gene-Gpr107,NC_000068.8,+,19,1.37587898523186,0.152447617600813,0.368042754980645
gene-Mmd,NC_000077.7,+,7,1.6280096321417,0.152513664975213,0.368133488078467
gene-Paip2b,NC_000072.7,-,5,1.74568809312036,0.152549774757986,0.368151938224487
gene-Pard3,NC_000074.7,+,29,1.30221070652658,0.152616014312192,0.368237304718059
gene-Ofd1,NC_000086.8,-,25,1.32603915906675,0.152642093141074,0.368237304718059
gene-Zkscan4,NC_000079.7,+,3,1.9585510653825,0.152866651296901,0.368686405842409
gene-Shroom3,NC_000071.7,+,11,1.49684820640707,0.152885269816194,0.368686405842409
gene-Lrrfip1,NC_000067.7,+,17,1.39695389005538,0.152975883035844,0.368836147520987
gene-Plbd2,NC_000071.7,-,13,1.45426100837671,0.153576650438792,0.370215623508835
gene-Hmgxb3,NC_000084.7,-,22,1.34632089996516,0.15372567057919,0.370505795303888
gene-Cip2a,NC_000082.7,+,23,1.33839946281127,0.153782142920564,0.370572844119927
gene-Oxa1l,NC_000080.7,+,10,1.51814489525387,0.154159619025613,0.371345394671633
gene-AU040320,NC_000070.7,+,23,1.33776059895342,0.15416016577685,0.371345394671633
gene-Atp6v1e1,NC_000072.7,-,9,1.54672788257578,0.15421812751873,0.371359559726747
gene-Gm21297,NC_000078.7,-,4,1.82538608731854,0.154223474467823,0.371359559726747
